Timestamp: 2000 - removed micro-clusters: 0 - model's size [0]:4
Timestamp: 2000 - removed micro-clusters: 0 - model's size [1]:3
Timestamp: 2000 - removed micro-clusters: 0 - model's size [2]:4
Timestamp: 2000 - removed micro-clusters: 0 - model's size [3]:4
Timestamp: 2000 - removed micro-clusters: 0 - model's size [4]:3
Removed examples from short-time-memory: 18	 True labels: [2]
Removed examples from short-time-memory: 11814	 True labels: [3]
Removed examples from short-time-memory: 11838	 True labels: [0, 2]
Removed examples from short-time-memory: 11839	 True labels: [3]
Removed examples from short-time-memory: 11852	 True labels: [2]
Removed examples from short-time-memory: 11857	 True labels: [0, 2]
Removed examples from short-time-memory: 11870	 True labels: [4]
Removed examples from short-time-memory: 11887	 True labels: [0, 2]
Removed examples from short-time-memory: 11898	 True labels: [3]
Removed examples from short-time-memory: 11907	 True labels: [1]
Removed examples from short-time-memory: 11917	 True labels: [2]
Removed examples from short-time-memory: 11925	 True labels: [4]
Removed examples from short-time-memory: 11935	 True labels: [2]
Removed examples from short-time-memory: 11943	 True labels: [3]
Removed examples from short-time-memory: 11957	 True labels: [3]
Removed examples from short-time-memory: 11984	 True labels: [2]
Removed examples from short-time-memory: 11985	 True labels: [1, 2]
Removed examples from short-time-memory: 11992	 True labels: [4]
Timestamp: 14000 - removed micro-clusters: 0 - model's size [0]:4
Timestamp: 14000 - removed micro-clusters: 0 - model's size [1]:3
Timestamp: 14000 - removed micro-clusters: 0 - model's size [2]:4
Timestamp: 14000 - removed micro-clusters: 0 - model's size [3]:4
Timestamp: 14000 - removed micro-clusters: 0 - model's size [4]:3
Removed examples from short-time-memory: 12068	 True labels: [1, 2]
Removed examples from short-time-memory: 12074	 True labels: [3]
Removed examples from short-time-memory: 12099	 True labels: [4]
Removed examples from short-time-memory: 12108	 True labels: [1]
Removed examples from short-time-memory: 12114	 True labels: [2]
Removed examples from short-time-memory: 12153	 True labels: [1, 2]
Removed examples from short-time-memory: 12175	 True labels: [2]
Removed examples from short-time-memory: 12180	 True labels: [2]
Removed examples from short-time-memory: 12190	 True labels: [3]
Removed examples from short-time-memory: 12206	 True labels: [0, 2]
Removed examples from short-time-memory: 12210	 True labels: [1]
Removed examples from short-time-memory: 12219	 True labels: [1]
Removed examples from short-time-memory: 12230	 True labels: [3]
Removed examples from short-time-memory: 12243	 True labels: [0, 2]
Removed examples from short-time-memory: 12251	 True labels: [4]
Removed examples from short-time-memory: 12278	 True labels: [0, 2]
Removed examples from short-time-memory: 12281	 True labels: [1]
Removed examples from short-time-memory: 12290	 True labels: [4]
Removed examples from short-time-memory: 12295	 True labels: [3]
Removed examples from short-time-memory: 12300	 True labels: [3]
Removed examples from short-time-memory: 12323	 True labels: [1]
Removed examples from short-time-memory: 12332	 True labels: [2]
Removed examples from short-time-memory: 12341	 True labels: [2]
Removed examples from short-time-memory: 12355	 True labels: [0, 2]
Removed examples from short-time-memory: 12357	 True labels: [4]
Removed examples from short-time-memory: 12406	 True labels: [0, 2]
Removed examples from short-time-memory: 12413	 True labels: [3]
Removed examples from short-time-memory: 12414	 True labels: [2]
Removed examples from short-time-memory: 12424	 True labels: [4]
Removed examples from short-time-memory: 12437	 True labels: [3]
Removed examples from short-time-memory: 12458	 True labels: [3]
Removed examples from short-time-memory: 12469	 True labels: [3]
Removed examples from short-time-memory: 12470	 True labels: [3]
Removed examples from short-time-memory: 12494	 True labels: [3]
Removed examples from short-time-memory: 12508	 True labels: [3]
Removed examples from short-time-memory: 12510	 True labels: [1]
Removed examples from short-time-memory: 12574	 True labels: [2]
Removed examples from short-time-memory: 12578	 True labels: [2]
Removed examples from short-time-memory: 12596	 True labels: [0, 2]
Removed examples from short-time-memory: 12620	 True labels: [0, 2]
Removed examples from short-time-memory: 12627	 True labels: [3]
Removed examples from short-time-memory: 12640	 True labels: [1]
Removed examples from short-time-memory: 12651	 True labels: [2]
Removed examples from short-time-memory: 12682	 True labels: [1]
Removed examples from short-time-memory: 12690	 True labels: [1, 2]
Removed examples from short-time-memory: 12703	 True labels: [1]
Removed examples from short-time-memory: 12705	 True labels: [0, 2]
Removed examples from short-time-memory: 12727	 True labels: [1]
Removed examples from short-time-memory: 12736	 True labels: [3]
Removed examples from short-time-memory: 12757	 True labels: [2]
Removed examples from short-time-memory: 12765	 True labels: [1]
Removed examples from short-time-memory: 12771	 True labels: [0, 2]
Removed examples from short-time-memory: 12776	 True labels: [3]
Removed examples from short-time-memory: 12782	 True labels: [3]
Removed examples from short-time-memory: 12790	 True labels: [3]
Removed examples from short-time-memory: 12805	 True labels: [3]
Removed examples from short-time-memory: 12814	 True labels: [0]
Removed examples from short-time-memory: 12815	 True labels: [0, 2]
Removed examples from short-time-memory: 12826	 True labels: [4]
Removed examples from short-time-memory: 12831	 True labels: [3]
Removed examples from short-time-memory: 12840	 True labels: [0, 2]
Removed examples from short-time-memory: 12841	 True labels: [2]
Removed examples from short-time-memory: 12846	 True labels: [1]
Removed examples from short-time-memory: 12867	 True labels: [0, 2]
Removed examples from short-time-memory: 12876	 True labels: [0, 2]
Removed examples from short-time-memory: 12881	 True labels: [2]
Removed examples from short-time-memory: 12893	 True labels: [0, 2]
Removed examples from short-time-memory: 12919	 True labels: [4]
Removed examples from short-time-memory: 12927	 True labels: [0, 2]
Removed examples from short-time-memory: 12931	 True labels: [0, 2]
Removed examples from short-time-memory: 12969	 True labels: [4]
Removed examples from short-time-memory: 12973	 True labels: [1]
Removed examples from short-time-memory: 13000	 True labels: [3]
Removed examples from short-time-memory: 13003	 True labels: [4]
Removed examples from short-time-memory: 13012	 True labels: [4]
Removed examples from short-time-memory: 13014	 True labels: [3]
Removed examples from short-time-memory: 13018	 True labels: [0, 2]
Removed examples from short-time-memory: 13034	 True labels: [2]
Removed examples from short-time-memory: 13038	 True labels: [2]
Removed examples from short-time-memory: 13042	 True labels: [3]
Removed examples from short-time-memory: 13043	 True labels: [1, 2]
Removed examples from short-time-memory: 13045	 True labels: [2]
Removed examples from short-time-memory: 13063	 True labels: [3]
Removed examples from short-time-memory: 13065	 True labels: [3]
Removed examples from short-time-memory: 13088	 True labels: [2]
Removed examples from short-time-memory: 13119	 True labels: [3]
Removed examples from short-time-memory: 13138	 True labels: [2]
Removed examples from short-time-memory: 13140	 True labels: [4]
Removed examples from short-time-memory: 13148	 True labels: [0, 2]
Removed examples from short-time-memory: 13171	 True labels: [1]
Removed examples from short-time-memory: 13197	 True labels: [2]
Removed examples from short-time-memory: 13217	 True labels: [2]
Removed examples from short-time-memory: 13275	 True labels: [1]
Removed examples from short-time-memory: 13277	 True labels: [2]
Removed examples from short-time-memory: 13280	 True labels: [4]
Removed examples from short-time-memory: 13296	 True labels: [1]
Removed examples from short-time-memory: 13322	 True labels: [3]
Removed examples from short-time-memory: 13326	 True labels: [0, 2]
Removed examples from short-time-memory: 13327	 True labels: [2]
Removed examples from short-time-memory: 13371	 True labels: [1, 2]
Removed examples from short-time-memory: 13373	 True labels: [3]
Removed examples from short-time-memory: 13376	 True labels: [4]
Removed examples from short-time-memory: 13377	 True labels: [2]
Removed examples from short-time-memory: 13396	 True labels: [1, 2]
Removed examples from short-time-memory: 13411	 True labels: [2]
Removed examples from short-time-memory: 13429	 True labels: [2]
Removed examples from short-time-memory: 13451	 True labels: [3]
Removed examples from short-time-memory: 13471	 True labels: [3]
Removed examples from short-time-memory: 13510	 True labels: [1]
Removed examples from short-time-memory: 13523	 True labels: [1]
Removed examples from short-time-memory: 13524	 True labels: [2]
Removed examples from short-time-memory: 13530	 True labels: [4]
Removed examples from short-time-memory: 13531	 True labels: [2]
Removed examples from short-time-memory: 13562	 True labels: [0, 2]
Removed examples from short-time-memory: 13563	 True labels: [0, 2]
Removed examples from short-time-memory: 13569	 True labels: [2]
Removed examples from short-time-memory: 13571	 True labels: [0, 2]
Removed examples from short-time-memory: 13572	 True labels: [3]
Removed examples from short-time-memory: 13620	 True labels: [3]
Removed examples from short-time-memory: 13658	 True labels: [2]
Removed examples from short-time-memory: 13659	 True labels: [2]
Removed examples from short-time-memory: 13666	 True labels: [0]
Removed examples from short-time-memory: 13679	 True labels: [4]
Removed examples from short-time-memory: 13709	 True labels: [0, 2]
Removed examples from short-time-memory: 13711	 True labels: [4]
Removed examples from short-time-memory: 13753	 True labels: [0, 2]
Removed examples from short-time-memory: 13765	 True labels: [2]
Removed examples from short-time-memory: 13777	 True labels: [1]
Removed examples from short-time-memory: 13783	 True labels: [3]
Removed examples from short-time-memory: 13815	 True labels: [2]
Removed examples from short-time-memory: 13827	 True labels: [0, 2]
Removed examples from short-time-memory: 13828	 True labels: [2]
Removed examples from short-time-memory: 13835	 True labels: [2]
Removed examples from short-time-memory: 13837	 True labels: [1]
Removed examples from short-time-memory: 13838	 True labels: [2]
Removed examples from short-time-memory: 13849	 True labels: [0, 2]
Removed examples from short-time-memory: 13860	 True labels: [2]
Removed examples from short-time-memory: 13862	 True labels: [2]
Removed examples from short-time-memory: 13863	 True labels: [0, 2]
Removed examples from short-time-memory: 13884	 True labels: [0, 2]
Removed examples from short-time-memory: 13899	 True labels: [2]
Removed examples from short-time-memory: 13900	 True labels: [0, 2]
Removed examples from short-time-memory: 13932	 True labels: [0, 2]
Removed examples from short-time-memory: 13935	 True labels: [0, 2]
Removed examples from short-time-memory: 13945	 True labels: [2]
Removed examples from short-time-memory: 13955	 True labels: [0, 2]
Removed examples from short-time-memory: 13956	 True labels: [3]
Removed examples from short-time-memory: 13964	 True labels: [0, 2]
Removed examples from short-time-memory: 13965	 True labels: [1]
Removed examples from short-time-memory: 13971	 True labels: [1]
Removed examples from short-time-memory: 13981	 True labels: [0, 2]
Timestamp: 16000 - removed micro-clusters: 0 - model's size [0]:4
Timestamp: 16000 - removed micro-clusters: 0 - model's size [1]:3
Timestamp: 16000 - removed micro-clusters: 0 - model's size [2]:4
Timestamp: 16000 - removed micro-clusters: 0 - model's size [3]:4
Timestamp: 16000 - removed micro-clusters: 0 - model's size [4]:3
Removed examples from short-time-memory: 14029	 True labels: [3]
Removed examples from short-time-memory: 14039	 True labels: [4]
Removed examples from short-time-memory: 14044	 True labels: [2]
Removed examples from short-time-memory: 14066	 True labels: [0, 2]
Removed examples from short-time-memory: 14086	 True labels: [0, 2]
